Vardas                Pavardė             ND1             ND2             ND3             ND4             ND5             ND6             ND7             ND8             ND9             ND10           Egz.
Vardas6280           Pavarde6280           0              10             0              10             8              8              10             3              4              9              3              
Vardas6281           Pavarde6281           7              6              5              0              5              9              1              6              8              9              5              
Vardas6282           Pavarde6282           2              8              3              3              8              1              10             4              10             5              6              
Vardas6283           Pavarde6283           3              8              2              9              9              10             1              8              6              0              0              
Vardas6284           Pavarde6284           8              0              0              9              8              5              4              7              6              4              5              
Vardas6285           Pavarde6285           7              0              6              4              8              7              5              8              9              9              0              
Vardas6286           Pavarde6286           6              0              6              3              4              10             9              5              5              8              7              
Vardas6287           Pavarde6287           6              3              6              3              5              2              4              0              4              9              10             
Vardas6288           Pavarde6288           0              7              5              7              7              4              1              8              10             9              7              
Vardas6289           Pavarde6289           1              2              5              5              4              5              0              2              10             10             3              
Vardas6290           Pavarde6290           1              5              1              9              0              7              2              8              1              1              2              
Vardas6291           Pavarde6291           5              1              6              7              6              2              6              0              1              4              0              
Vardas6292           Pavarde6292           9              4              9              0              4              7              9              4              2              4              9              
Vardas6293           Pavarde6293           8              7              4              8              4              6              1              6              10             9              4              
Vardas6294           Pavarde6294           2              2              6              1              4              1              6              2              0              5              1              
Vardas6295           Pavarde6295           0              3              0              10             5              9              8              6              5              6              3              
Vardas6296           Pavarde6296           7              5              10             10             8              8              3              10             7              7              7              
Vardas6297           Pavarde6297           1              2              5              7              9              0              4              1              7              1              1              
Vardas6298           Pavarde6298           7              8              7              7              0              1              7              7              7              8              9              
Vardas6299           Pavarde6299           8              6              7              3              7              6              1              7              6              7              0              
Vardas6300           Pavarde6300           0              0              5              7              3              8              1              4              4              4              2              
Vardas6301           Pavarde6301           3              4              0              6              8              5              3              1              6              3              9              
Vardas6302           Pavarde6302           0              7              4              3              10             10             9              10             4              4              2              
Vardas6303           Pavarde6303           0              3              5              9              5              7              2              9              7              10             3              
Vardas6304           Pavarde6304           6              0              3              6              1              0              1              5              0              3              8              
Vardas6305           Pavarde6305           6              0              10             7              10             0              1              5              8              0              10             
Vardas6306           Pavarde6306           2              3              0              0              3              7              4              10             7              7              3              
Vardas6307           Pavarde6307           8              0              4              5              8              3              6              6              4              8              4              
Vardas6308           Pavarde6308           10             1              5              0              8              6              0              2              2              5              10             
Vardas6309           Pavarde6309           2              5              0              5              5              5              0              4              5              7              6              
Vardas6310           Pavarde6310           7              10             9              2              8              0              10             9              7              0              9              
Vardas6311           Pavarde6311           2              9              10             5              2              0              8              6              0              7              5              
Vardas6312           Pavarde6312           2              9              7              0              3              9              3              0              3              7              10             
Vardas6313           Pavarde6313           4              8              2              1              4              9              6              0              2              2              6              
Vardas6314           Pavarde6314           6              4              10             10             2              1              8              5              9              5              6              
Vardas6315           Pavarde6315           6              10             0              2              0              3              2              6              6              10             4              
Vardas6316           Pavarde6316           9              5              5              0              9              2              4              6              5              3              9              
Vardas6317           Pavarde6317           6              7              4              0              1              9              6              5              8              6              6              
Vardas6318           Pavarde6318           0              10             9              1              10             5              9              7              5              6              9              
Vardas6319           Pavarde6319           9              0              2              7              0              10             6              3              2              5              7              
Vardas6320           Pavarde6320           2              5              6              8              2              6              2              8              2              8              5              
Vardas6321           Pavarde6321           7              4              8              8              5              1              9              3              2              9              10             
Vardas6322           Pavarde6322           7              9              2              1              10             3              0              10             0              10             3              
Vardas6323           Pavarde6323           3              1              10             10             2              1              2              5              4              10             2              
Vardas6324           Pavarde6324           4              4              10             10             2              3              5              6              9              3              4              
Vardas6325           Pavarde6325           0              5              5              6              6              2              9              4              5              1              7              
Vardas6326           Pavarde6326           2              8              10             4              8              6              6              3              4              0              10             
Vardas6327           Pavarde6327           10             10             0              9              6              6              4              8              5              6              7              
Vardas6328           Pavarde6328           6              4              5              9              6              2              2              4              9              4              7              
Vardas6329           Pavarde6329           5              6              6              6              1              5              6              8              7              8              7              
Vardas6330           Pavarde6330           5              2              5              3              9              4              3              7              1              6              6              
Vardas6331           Pavarde6331           7              3              5              10             3              0              6              9              2              0              4              
Vardas6332           Pavarde6332           0              8              0              6              6              4              8              2              9              2              5              
Vardas6333           Pavarde6333           3              2              5              1              8              6              4              3              2              7              0              
Vardas6334           Pavarde6334           8              8              4              10             5              7              9              6              4              7              6              
Vardas6335           Pavarde6335           9              3              1              8              10             0              4              6              0              6              8              
Vardas6336           Pavarde6336           10             8              4              1              7              6              4              10             8              3              8              
Vardas6337           Pavarde6337           1              3              10             9              0              10             10             3              9              3              8              
Vardas6338           Pavarde6338           5              10             6              3              10             6              8              4              9              4              4              
Vardas6339           Pavarde6339           4              6              2              10             7              1              10             0              4              0              7              
Vardas6340           Pavarde6340           7              2              10             5              7              2              8              7              5              7              3              
Vardas6341           Pavarde6341           8              0              7              4              5              10             10             0              7              5              4              
Vardas6342           Pavarde6342           3              10             4              1              7              3              9              5              9              3              1              
Vardas6343           Pavarde6343           1              9              6              8              8              5              9              7              1              0              7              
Vardas6344           Pavarde6344           1              6              7              7              3              6              1              2              10             5              3              
Vardas6345           Pavarde6345           8              3              6              1              5              10             8              3              9              1              2              
Vardas6346           Pavarde6346           8              3              9              3              1              5              2              8              7              6              2              
Vardas6347           Pavarde6347           3              7              9              8              5              9              8              6              1              10             2              
Vardas6348           Pavarde6348           1              1              0              3              1              7              6              7              1              6              7              
Vardas6349           Pavarde6349           2              7              3              10             3              5              10             7              6              10             0              
Vardas6350           Pavarde6350           3              1              9              7              7              3              6              10             4              3              0              
Vardas6351           Pavarde6351           4              9              3              8              5              7              1              7              0              4              6              
Vardas6352           Pavarde6352           6              10             8              0              0              4              1              6              6              0              7              
Vardas6353           Pavarde6353           2              6              6              6              6              9              7              2              3              2              7              
Vardas6354           Pavarde6354           8              0              2              2              8              1              0              0              4              4              8              
Vardas6355           Pavarde6355           3              4              7              4              3              0              6              7              9              1              4              
Vardas6356           Pavarde6356           2              0              9              4              7              8              9              8              8              9              3              
Vardas6357           Pavarde6357           0              1              1              6              7              8              6              0              7              1              8              
Vardas6358           Pavarde6358           1              10             7              9              9              10             4              6              6              1              1              
Vardas6359           Pavarde6359           9              7              2              7              9              0              2              2              3              3              1              
Vardas6360           Pavarde6360           0              1              6              1              4              10             1              7              6              6              7              
Vardas6361           Pavarde6361           2              3              10             6              1              3              1              10             7              1              4              
Vardas6362           Pavarde6362           10             1              4              0              9              9              9              4              4              4              0              
Vardas6363           Pavarde6363           4              8              8              9              9              6              7              6              7              2              3              
Vardas6364           Pavarde6364           0              6              6              7              10             5              7              3              4              1              6              
Vardas6365           Pavarde6365           1              7              8              1              2              10             1              6              0              5              9              
Vardas6366           Pavarde6366           9              1              10             5              8              3              0              7              8              9              3              
Vardas6367           Pavarde6367           3              9              9              3              1              7              6              5              7              0              9              
Vardas6368           Pavarde6368           0              6              1              7              5              4              7              10             2              7              9              
Vardas6369           Pavarde6369           1              5              10             5              7              8              0              7              9              8              10             
Vardas6370           Pavarde6370           2              3              0              2              2              6              7              3              6              5              6              
Vardas6371           Pavarde6371           5              6              6              2              0              2              1              9              10             9              10             
Vardas6372           Pavarde6372           6              10             8              4              9              2              5              6              10             4              0              
Vardas6373           Pavarde6373           9              3              3              10             8              0              8              4              8              8              1              
Vardas6374           Pavarde6374           5              6              2              8              6              0              3              3              0              0              8              
Vardas6375           Pavarde6375           2              5              0              8              5              3              9              8              0              7              8              
Vardas6376           Pavarde6376           2              9              6              10             1              3              10             3              3              3              9              
Vardas6377           Pavarde6377           1              8              9              4              1              2              10             2              5              2              3              
Vardas6378           Pavarde6378           9              4              3              7              9              1              0              7              2              1              10             
Vardas6379           Pavarde6379           9              0              1              10             2              6              5              0              0              5              1              
Vardas6380           Pavarde6380           0              2              3              8              9              0              7              3              7              6              1              
Vardas6381           Pavarde6381           10             3              0              0              3              5              3              7              7              3              5              
Vardas6382           Pavarde6382           10             8              7              10             4              8              3              5              1              4              0              
Vardas6383           Pavarde6383           1              6              5              1              5              10             9              3              10             10             3              
Vardas6384           Pavarde6384           5              6              1              4              8              10             4              6              5              3              4              
Vardas6385           Pavarde6385           2              2              7              8              0              3              2              10             3              2              7              
Vardas6386           Pavarde6386           6              0              3              10             7              10             2              8              0              7              2              
Vardas6387           Pavarde6387           3              4              7              10             9              4              9              4              6              4              4              
Vardas6388           Pavarde6388           4              8              9              5              8              7              7              2              7              1              6              
Vardas6389           Pavarde6389           2              6              6              7              3              9              9              5              6              8              10             
Vardas6390           Pavarde6390           6              8              8              6              10             10             7              9              0              6              10             
Vardas6391           Pavarde6391           4              9              5              7              0              4              5              6              4              5              9              
Vardas6392           Pavarde6392           2              4              0              0              3              6              10             4              10             3              1              
Vardas6393           Pavarde6393           6              4              9              8              10             2              8              2              9              1              2              
Vardas6394           Pavarde6394           3              6              7              6              1              6              8              6              1              0              0              
Vardas6395           Pavarde6395           4              5              4              6              3              3              1              9              3              3              5              
Vardas6396           Pavarde6396           6              5              9              6              9              4              6              7              7              6              1              
Vardas6397           Pavarde6397           7              6              1              9              4              10             9              7              5              4              6              
Vardas6398           Pavarde6398           9              4              2              9              3              7              8              6              3              6              4              
Vardas6399           Pavarde6399           8              7              7              9              0              8              7              8              1              3              3              
Vardas6400           Pavarde6400           5              7              6              7              10             2              9              9              8              7              1              
Vardas6401           Pavarde6401           8              1              8              1              7              4              7              10             9              8              5              
Vardas6402           Pavarde6402           8              4              0              6              6              7              1              3              2              8              1              
Vardas6403           Pavarde6403           0              0              0              7              3              7              0              5              5              1              7              
Vardas6404           Pavarde6404           10             3              5              5              2              10             8              0              8              0              10             
Vardas6405           Pavarde6405           0              7              5              3              7              8              8              10             10             3              5              
Vardas6406           Pavarde6406           8              9              10             2              9              7              7              0              0              9              8              
Vardas6407           Pavarde6407           7              6              2              9              5              10             10             1              7              9              8              
Vardas6408           Pavarde6408           5              7              0              2              3              1              4              8              0              1              10             
Vardas6409           Pavarde6409           4              0              5              8              4              8              9              0              4              2              0              
Vardas6410           Pavarde6410           7              0              9              5              7              9              6              0              7              0              6              
Vardas6411           Pavarde6411           5              10             9              9              1              7              9              9              4              9              7              
Vardas6412           Pavarde6412           3              7              3              2              6              10             8              6              9              2              0              
Vardas6413           Pavarde6413           7              4              9              1              7              0              6              1              3              5              5              
Vardas6414           Pavarde6414           9              2              6              2              7              1              7              10             5              5              8              
Vardas6415           Pavarde6415           0              1              9              9              1              8              0              1              5              6              2              
Vardas6416           Pavarde6416           4              0              2              6              3              2              9              7              6              5              2              
Vardas6417           Pavarde6417           9              6              10             7              4              6              3              4              3              0              1              
Vardas6418           Pavarde6418           0              4              5              6              2              8              7              8              10             6              5              
Vardas6419           Pavarde6419           5              3              1              8              1              2              10             10             1              8              6              
Vardas6420           Pavarde6420           3              1              6              4              8              8              6              0              4              7              2              
Vardas6421           Pavarde6421           4              5              5              3              5              4              0              8              6              10             9              
Vardas6422           Pavarde6422           5              2              6              5              9              4              4              7              2              7              8              
Vardas6423           Pavarde6423           6              10             4              1              0              0              4              10             4              3              0              
Vardas6424           Pavarde6424           0              1              9              2              8              10             1              9              3              5              6              
Vardas6425           Pavarde6425           1              10             5              2              2              2              7              0              7              0              10             
Vardas6426           Pavarde6426           3              0              1              10             2              6              1              3              4              7              7              
Vardas6427           Pavarde6427           9              10             2              0              8              7              2              10             0              3              9              
Vardas6428           Pavarde6428           2              8              3              1              8              6              3              6              8              5              7              
Vardas6429           Pavarde6429           2              4              5              4              1              7              10             3              4              2              7              
Vardas6430           Pavarde6430           3              0              9              0              6              2              2              10             3              1              2              
Vardas6431           Pavarde6431           8              7              0              4              8              8              0              1              8              5              9              
Vardas6432           Pavarde6432           1              5              6              0              0              8              9              10             3              9              10             
Vardas6433           Pavarde6433           4              2              6              0              8              4              9              8              9              6              6              
Vardas6434           Pavarde6434           0              3              6              5              0              5              10             8              4              1              2              
Vardas6435           Pavarde6435           4              2              6              5              4              6              4              6              1              2              2              
Vardas6436           Pavarde6436           4              4              6              4              4              6              9              8              1              1              7              
Vardas6437           Pavarde6437           6              5              2              9              1              8              3              6              6              3              9              
Vardas6438           Pavarde6438           6              2              0              3              2              10             4              7              4              3              0              
Vardas6439           Pavarde6439           7              6              4              9              6              5              4              4              9              5              9              
Vardas6440           Pavarde6440           9              0              6              10             10             8              7              3              5              5              6              
Vardas6441           Pavarde6441           0              8              2              6              7              8              6              2              10             5              6              
Vardas6442           Pavarde6442           7              3              3              3              7              6              1              3              8              9              3              
Vardas6443           Pavarde6443           8              0              8              4              2              2              0              7              3              5              1              
Vardas6444           Pavarde6444           4              0              0              5              0              7              10             9              10             3              0              
Vardas6445           Pavarde6445           6              3              6              2              6              10             2              1              6              3              0              
Vardas6446           Pavarde6446           5              3              9              3              3              9              1              3              6              9              1              
Vardas6447           Pavarde6447           7              7              1              10             5              10             0              6              5              9              4              
Vardas6448           Pavarde6448           10             1              5              2              0              2              10             1              6              8              2              
Vardas6449           Pavarde6449           10             4              1              9              9              9              3              8              6              4              2              
Vardas6450           Pavarde6450           1              6              1              6              4              8              10             4              0              4              7              
Vardas6451           Pavarde6451           0              10             7              0              6              1              1              0              9              0              9              
Vardas6452           Pavarde6452           1              9              10             6              8              0              6              5              0              0              3              
Vardas6453           Pavarde6453           5              8              3              6              7              2              2              1              10             0              4              
Vardas6454           Pavarde6454           8              7              9              4              8              2              4              9              4              10             8              
Vardas6455           Pavarde6455           6              9              4              7              0              5              0              1              0              8              0              
Vardas6456           Pavarde6456           6              0              7              6              8              3              5              9              0              1              6              
Vardas6457           Pavarde6457           8              7              10             0              1              5              8              3              10             7              3              
Vardas6458           Pavarde6458           1              2              9              1              4              2              3              4              3              5              4              
Vardas6459           Pavarde6459           10             4              5              6              7              8              5              4              2              5              1              
Vardas6460           Pavarde6460           4              0              8              8              2              9              5              3              3              6              7              
Vardas6461           Pavarde6461           7              10             2              5              2              1              1              9              3              0              7              
Vardas6462           Pavarde6462           0              10             6              5              6              7              4              3              2              10             6              
Vardas6463           Pavarde6463           2              2              9              6              8              3              10             1              6              5              7              
Vardas6464           Pavarde6464           8              0              1              6              5              1              0              1              6              1              10             
Vardas6465           Pavarde6465           5              7              1              3              5              7              6              6              2              9              1              
Vardas6466           Pavarde6466           6              4              2              9              1              5              10             6              0              0              5              
Vardas6467           Pavarde6467           8              2              6              9              5              9              7              10             8              8              3              
Vardas6468           Pavarde6468           2              6              4              4              6              5              8              9              8              6              8              
Vardas6469           Pavarde6469           1              6              5              0              7              8              4              9              6              3              6              
Vardas6470           Pavarde6470           4              2              4              10             0              0              3              6              3              10             3              
Vardas6471           Pavarde6471           10             2              8              8              2              5              3              3              9              3              0              
Vardas6472           Pavarde6472           4              8              2              6              9              9              7              6              2              9              8              
Vardas6473           Pavarde6473           5              3              3              8              7              6              0              1              9              10             3              
Vardas6474           Pavarde6474           3              9              3              5              8              7              1              1              3              10             4              
Vardas6475           Pavarde6475           8              3              3              1              9              10             1              6              10             10             3              
Vardas6476           Pavarde6476           1              6              9              3              0              8              10             4              1              3              1              
Vardas6477           Pavarde6477           3              7              6              2              6              3              5              3              4              2              4              
Vardas6478           Pavarde6478           7              7              4              2              3              3              2              4              5              7              9              
Vardas6479           Pavarde6479           4              1              8              1              6              7              9              1              0              8              0              
Vardas6480           Pavarde6480           4              5              8              6              7              8              9              6              1              3              8              
Vardas6481           Pavarde6481           0              5              4              0              3              4              3              1              6              8              9              
Vardas6482           Pavarde6482           0              6              7              4              5              3              6              5              10             3              4              
Vardas6483           Pavarde6483           8              10             4              3              1              0              10             4              0              10             8              
Vardas6484           Pavarde6484           3              6              10             1              7              6              9              5              5              3              7              
Vardas6485           Pavarde6485           2              10             1              5              7              2              0              6              4              1              5              
Vardas6486           Pavarde6486           9              2              1              0              5              10             3              6              2              5              7              
Vardas6487           Pavarde6487           3              3              1              7              1              1              2              7              5              10             1              
Vardas6488           Pavarde6488           8              1              3              4              1              1              2              10             5              7              2              
Vardas6489           Pavarde6489           2              0              1              10             8              1              2              8              9              6              6              
Vardas6490           Pavarde6490           4              9              9              8              10             8              7              3              3              9              4              
Vardas6491           Pavarde6491           1              1              8              5              9              5              4              2              1              1              8              
Vardas6492           Pavarde6492           7              10             4              5              0              4              5              2              0              8              7              
Vardas6493           Pavarde6493           3              3              4              10             8              3              9              8              1              1              3              
Vardas6494           Pavarde6494           0              1              0              9              7              6              4              7              3              1              3              
Vardas6495           Pavarde6495           9              0              9              1              4              3              8              0              8              0              9              
